algorithm,n,time
hashmap,1852,0.08687615394592285
hashmap,1852,0.08635973930358887
hashmap,1852,0.08626174926757812
hashmap,1852,0.08754611015319824
hashmap,2611,0.11037588119506836
hashmap,2611,0.10911011695861816
hashmap,2611,0.11070108413696289
hashmap,2611,0.1107320785522461
hashmap,2611,0.10958695411682129
hashmap,3682,0.12974786758422852
hashmap,3682,0.12998676300048828
hashmap,3682,0.13102483749389648
hashmap,3682,0.13020110130310059
hashmap,3682,0.13049864768981934
hashmap,5192,0.21949076652526855
hashmap,5192,0.2206108570098877
hashmap,5192,0.2197129726409912
hashmap,5192,0.2190690040588379
hashmap,5192,0.22370100021362305
hashmap,7321,0.30065011978149414
hashmap,7321,0.29869508743286133
hashmap,7321,0.29714393615722656
hashmap,7321,0.2956407070159912
hashmap,7321,0.2975010871887207
hashmap,10323,0.6608178615570068
hashmap,10323,0.6501798629760742
hashmap,10323,0.6619651317596436
hashmap,10323,0.6604998111724854
hashmap,10323,0.6543879508972168
hashmap,14556,0.9717550277709961
hashmap,14556,1.0098381042480469
hashmap,14556,0.9848268032073975
hashmap,14556,0.9704761505126953
hashmap,14556,0.9752771854400635
hashmap,20525,2.421998977661133
hashmap,20525,2.4211878776550293
hashmap,20525,2.4196722507476807
hashmap,20525,2.4156548976898193
hashmap,20525,2.4268879890441895
hashmap,28940,3.6848437786102295
hashmap,28940,3.739225149154663
hashmap,28940,3.7262940406799316
hashmap,28940,3.7685980796813965
hashmap,28940,3.7049288749694824
hashmap,40805,9.450835943222046
hashmap,40805,9.488250255584717
hashmap,40805,9.454164981842041
hashmap,40805,9.465616226196289
hashmap,40805,9.483644962310791
hashmap,57536,14.415302038192749
hashmap,57536,14.464157819747925
hashmap,57536,14.472123861312866
hashmap,57536,14.425448894500732
hashmap,57536,14.42965292930603
